,music,speed,dance,folk,country,classical,musical,pop,rock,metal,punk,hiphop,reggae,jazz,rockNroll,alternative,latino,techno,opera,movies,horror,thriller,comedy,romantic,scifi,war,fantasy,animated,documentary,western,action,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dogs,speaking,history,psychology,politics,math,physics,internet,pc,economy,biology,chemistry,reading,geography,languages,medicine,law,cars,art,religion,outdoors,dancing,instruments,writing,activeSport,passiveSport,gardening,celebrities,shopping,science,theatre,funs,extremeSports,pets,age,height,weight,siblings,gender,hand,education,onlyChild,place,typeOfHouse,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,finances,shoppingCentres,brandedClothing,entertainment,looks,gadgets,healthyFood
440,5,3,4,1,2,4,3,4,4,1,1,3,3,3,4,3,3,4,1,5,3,3,5,4,2,3,3,2,3,2,2,1,2,4,4,5,5,4,4,4,5,4,4,3,1,1,4,3,3,2,1,3,4,4,2,2,3,2,1,3,4,2,1,3,3,2,4,4,3,3,5,3,3,19,164,58,1,female,right handed,secondary school,no,city,block of flats,3,1,1,2,3,4,4,4,3,4,3,2,3,3,3,3,3,3,4,2,2,4,4,3,3,4,3,1,3,2,3,i am always on time,sometimes,3,4,3,4,4,3,3,3,2,3,4,3,2,5,3,3,4,3,4,5,5,5,1,few hours a day,3,3,4,3,4,4,4
441,5,1,3,2,1,2,2,5,5,1,3,1,1,1,1,1,5,1,1,5,1,2,5,5,2,1,5,5,4,1,3,1,1,1,1,1,3,3,2,2,4,1,5,2,2,2,2,2,2,5,5,5,4,1,5,1,1,1,1,4,5,1,1,2,5,1,2,3,3,3,5,2,5,19,155,48,1,female,left handed,college/bachelor degree,no,city,house/bungalow,3,3,2,3,2,1,3,3,1,3,4,2,1,3,2,4,3,1,4,2,2,4,4,3,3,4,2,1,3,1,3,i am always on time,sometimes,3,1,3,3,3,3,2,5,3,3,4,5,5,4,4,4,1,3,5,4,3,3,3,few hours a day,3,2,1,3,3,2,5
442,5,3,4,2,4,3,3,5,4,1,4,3,4,4,4,2,2,2,1,5,5,4,5,4,3,3,5,5,4,3,3,2,1,2,2,2,4,3,3,3,2,2,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,4,3,3,2,5,2,3,4,2,4,3,4,4,5,2,5,18,163,58,6,female,right handed,secondary school,no,city,block of flats,3,3,4,3,2,3,4,5,2,5,3,1,2,2,1,4,4,1,4,1,3,4,4,4,5,3,2,5,4,2,3,i am always on time,only to avoid hurting someone,4,4,3,4,3,3,2,5,5,3,4,4,4,4,4,3,5,3,3,2,4,3,1,few hours a day,2,4,2,4,5,3,3
443,4,3,2,2,2,4,3,3,3,1,2,3,3,3,3,2,3,3,3,4,3,4,4,2,5,4,3,3,2,1,4,1,2,4,1,1,3,3,2,4,2,5,5,5,3,2,3,1,3,2,1,5,4,5,2,4,1,1,5,3,2,1,1,4,1,1,1,3,2,3,5,4,1,18,162,54,3,female,right handed,secondary school,no,village,house/bungalow,4,2,5,4,5,4,3,4,1,3,2,1,2,3,2,5,5,2,5,2,4,4,4,4,4,4,2,5,3,3,2,i am always on time,only to avoid hurting someone,2,5,5,5,4,3,3,2,4,2,4,3,3,2,4,3,4,3,3,2,3,4,1,few hours a day,3,3,2,2,3,1,3
444,5,4,3,2,4,2,2,2,3,4,4,2,5,4,5,5,2,4,2,5,3,3,4,2,3,3,2,3,3,2,2,1,2,2,3,2,2,1,4,2,2,3,5,4,4,4,4,1,2,4,3,3,3,4,4,1,2,4,2,5,3,1,2,3,4,1,1,2,3,3,5,5,1,19,170,54,1,female,right handed,secondary school,no,city,block of flats,2,3,2,3,3,3,4,4,1,5,4,4,1,3,5,3,5,1,5,1,2,5,4,4,3,3,2,3,3,2,3,i am often running late,sometimes,3,3,3,4,3,3,4,4,3,2,3,3,5,5,3,4,3,4,3,2,3,3,3,few hours a day,4,1,1,3,2,2,4
445,5,3,4,2,2,2,3,5,3,1,1,4,2,3,2,2,5,1,1,5,1,2,5,5,3,1,5,5,3,1,3,1,2,2,3,5,5,5,1,3,2,4,2,3,1,1,4,1,5,1,1,4,4,4,1,4,1,1,1,4,5,1,1,4,5,3,5,5,3,2,5,3,5,20,157,43,1,female,right handed,secondary school,yes,city,block of flats,4,2,4,2,3,3,4,4,3,4,2,2,2,3,5,4,3,1,4,2,5,5,5,2,5,4,3,5,3,3,4,i am often running late,only to avoid hurting someone,3,3,3,4,3,3,4,4,3,3,3,3,3,4,5,4,2,3,5,5,4,4,3,few hours a day,3,5,5,3,4,4,5
446,4,3,4,1,2,2,1,3,3,1,1,4,2,1,2,1,1,4,1,5,4,3,5,1,3,3,1,2,3,1,4,2,1,2,4,4,4,3,1,3,4,1,4,2,3,1,5,2,5,1,1,1,3,3,1,1,3,1,1,1,1,3,1,5,3,1,1,2,2,1,5,3,2,19,185,70,1,male,right handed,secondary school,no,city,block of flats,2,2,1,1,2,1,5,3,2,3,3,3,2,4,4,4,3,3,2,3,1,2,3,3,5,2,4,1,3,1,3,i am often running late,everytime it suits me,2,2,4,2,2,3,4,1,2,2,3,5,5,1,4,2,4,3,2,5,1,3,2,few hours a day,2,1,3,2,4,4,3
447,3,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,1,3,3,5,1,1,5,3,3,5,4,5,4,1,4,3,5,4,5,3,3,3,3,5,5,4,5,5,5,5,4,1,5,5,4,1,4,5,1,1,3,1,1,3,5,3,1,4,26,163,55,3,female,left handed,masters degree,no,village,house/bungalow,5,5,5,5,5,5,5,5,1,5,2,1,1,5,5,5,5,3,5,5,5,5,5,4,1,5,1,5,2,5,3,i am often early,never,1,1,5,2,1,1,5,5,1,3,3,5,5,5,3,3,1,3,5,1,4,5,4,less than an hour a day,5,2,1,2,2,1,4
448,5,3,4,2,2,2,2,4,4,1,1,4,1,2,4,3,2,3,2,5,3,4,5,4,3,3,4,4,3,2,2,1,3,2,3,3,3,2,3,5,2,3,3,3,4,1,2,1,5,1,1,4,1,5,1,4,3,2,1,4,1,1,1,3,1,1,3,5,3,4,5,3,4,19,168,49,1,female,right handed,secondary school,no,village,house/bungalow,3,5,5,5,5,2,5,5,5,5,5,3,3,5,5,5,3,2,4,1,5,5,4,2,3,4,5,2,3,2,5,i am often running late,sometimes,2,4,3,5,5,5,4,3,1,3,5,4,3,2,5,4,1,3,5,5,3,3,3,few hours a day,2,4,3,4,4,4,4
449,5,3,3,3,1,2,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,1,1,2,4,4,4,1,3,2,3,2,2,1,3,2,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,5,19,169,67,1,female,right handed,secondary school,yes,village,house/bungalow,3,1,3,2,5,3,4,3,1,4,5,3,2,4,1,5,5,3,4,2,4,5,4,3,5,4,3,4,3,1,3,i am often early,everytime it suits me,1,2,4,3,3,2,5,5,5,3,5,5,4,4,3,3,3,3,3,4,3,3,1,few hours a day,5,1,3,4,2,2,3
450,5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,5,4,5,5,3,5,3,5,5,5,1,5,1,2,1,3,1,3,3,1,5,3,3,1,2,2,1,5,2,1,5,3,5,2,2,5,2,4,1,2,1,2,1,1,5,4,4,5,3,5,1,5,1,5,22,178,82,1,male,right handed,college/bachelor degree,no,village,house/bungalow,4,1,1,2,5,3,5,5,3,5,5,2,2,5,5,3,4,1,5,3,2,2,2,3,5,5,2,4,4,1,4,i am often early,sometimes,2,3,3,4,3,4,1,5,5,4,5,5,4,2,4,5,3,4,1,1,3,3,1,few hours a day,1,2,3,3,5,5,5
451,5,3,3,2,2,3,1,4,4,1,1,3,2,3,2,2,3,3,1,4,2,4,4,4,2,4,3,3,5,3,4,1,1,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,4,3,1,1,3,5,2,2,2,2,4,4,1,1,5,5,1,1,3,4,4,4,2,3,20,165,65,1,male,right handed,college/bachelor degree,no,village,house/bungalow,3,4,2,4,3,4,5,4,2,4,3,2,1,3,2,4,4,1,5,2,2,4,4,1,2,4,2,4,3,2,3,i am always on time,sometimes,2,4,2,4,4,4,4,4,4,2,4,3,4,3,5,4,3,3,5,2,5,4,4,less than an hour a day,4,4,4,4,4,2,4
452,5,3,4,1,1,1,1,5,3,3,3,3,3,2,4,3,1,3,1,5,3,5,5,5,1,1,5,2,3,1,1,1,4,5,1,5,5,5,5,3,4,1,3,2,3,1,4,3,5,3,1,4,5,5,5,3,4,5,3,5,5,1,1,5,5,2,3,5,3,4,5,4,5,28,180,63,2,female,right handed,masters degree,no,city,block of flats,3,2,5,4,5,3,5,5,1,5,4,1,1,5,2,5,5,4,5,1,5,5,4,1,4,5,3,3,2,3,5,i am often running late,only to avoid hurting someone,2,5,2,5,5,3,4,5,3,2,5,5,3,5,5,5,3,3,2,1,4,4,1,less than an hour a day,3,5,5,5,5,5,5
453,5,4,2,2,1,1,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,1,1,2,4,4,4,1,3,3,3,2,2,1,2,1,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,3,19,169,66,1,female,right handed,secondary school,yes,village,house/bungalow,3,2,4,2,5,3,4,4,1,4,5,3,2,5,1,5,5,3,4,2,4,5,4,3,5,4,3,3,3,1,3,i am often early,everytime it suits me,2,2,3,3,3,2,5,4,5,3,5,5,4,4,3,3,3,3,3,4,3,3,1,few hours a day,5,2,3,4,3,2,2
454,4,4,2,1,1,2,3,4,5,3,4,3,5,4,4,4,2,1,1,5,5,5,5,4,2,2,5,5,4,1,3,1,3,3,3,5,2,3,4,5,1,3,4,3,3,1,5,2,5,2,1,3,4,5,2,5,1,3,1,4,2,5,1,4,1,2,5,5,2,2,5,4,5,21,156,48,0,female,right handed,secondary school,yes,city,house/bungalow,3,4,3,1,1,1,4,3,2,2,3,2,4,2,1,2,4,1,2,3,3,3,3,2,5,4,2,1,4,1,3,i am often running late,everytime it suits me,3,4,2,4,3,3,3,2,5,2,4,2,3,4,5,4,1,4,2,3,3,4,2,few hours a day,4,5,3,3,4,1,4
455,5,3,4,2,1,2,3,5,5,2,5,3,3,2,3,2,2,4,2,5,1,3,5,5,1,1,5,4,3,1,5,3,5,5,4,4,5,5,2,5,5,1,3,2,2,1,4,3,2,3,2,2,2,5,3,1,2,4,3,4,4,3,2,3,5,4,4,5,2,3,4,1,3,19,175,58,1,female,right handed,secondary school,no,village,house/bungalow,2,3,5,3,3,1,3,3,2,4,3,2,1,3,4,1,5,5,5,3,3,3,3,4,3,4,1,5,4,1,3,i am always on time,sometimes,3,4,3,3,2,3,5,5,3,3,3,4,4,5,4,3,2,4,3,5,4,5,3,less than an hour a day,3,4,2,1,3,2,4
456,5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,5,3,3,5,1,2,2,1,1,4,2,5,2,1,1,2,1,1,1,1,3,4,5,3,5,5,4,5,5,5,4,4,2,5,2,4,4,5,1,4,2,1,1,1,5,5,1,1,1,4,2,5,4,5,22,188,80,2,male,right handed,secondary school,no,city,block of flats,5,4,1,2,2,1,4,5,2,5,4,1,2,1,5,1,3,3,3,1,5,5,5,1,4,5,2,1,3,1,2,i am always on time,sometimes,1,3,3,2,2,2,5,5,5,4,3,5,5,1,5,3,4,4,2,1,3,5,1,few hours a day,5,1,5,4,3,5,3
457,5,4,4,2,1,2,1,4,5,2,3,2,2,2,3,3,2,4,1,5,2,4,5,3,5,5,2,3,4,2,5,1,1,1,3,2,2,2,2,2,4,3,5,3,5,4,5,5,3,2,1,1,2,3,2,1,5,1,3,4,2,2,2,5,3,1,1,1,4,1,5,4,2,19,181,62,2,male,right handed,secondary school,no,city,house/bungalow,2,1,1,2,2,3,4,5,5,3,5,2,3,2,3,5,4,1,4,3,4,3,5,3,5,3,2,5,4,1,3,i am always on time,only to avoid hurting someone,2,4,2,3,3,4,4,3,5,1,3,5,5,1,3,4,1,4,3,4,3,3,2,few hours a day,5,3,1,3,1,4,4
458,5,3,5,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,1,1,5,5,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,5,1,1,18,168,52,1,female,right handed,secondary school,no,village,house/bungalow,1,1,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,5,5,1,5,1,5,1,5,5,1,5,3,2,4,i am often running late,only to avoid hurting someone,1,4,3,2,3,1,3,4,5,1,3,5,5,5,3,3,1,4,4,5,4,5,4,few hours a day,3,3,3,1,2,1,3
459,4,2,2,2,3,3,3,2,3,2,3,1,4,3,3,5,2,3,3,5,1,2,5,4,1,2,5,5,4,2,1,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,3,1,1,4,2,3,4,5,5,1,1,5,4,4,2,4,1,4,1,1,1,3,3,5,5,5,2,19,166,62,0,female,right handed,secondary school,yes,city,block of flats,1,4,3,4,2,4,4,3,2,5,2,2,1,4,3,4,4,1,5,2,2,3,2,3,4,3,3,4,4,1,3,i am always on time,sometimes,4,5,4,3,4,5,4,5,1,2,2,3,1,3,4,4,3,3,4,4,5,4,2,less than an hour a day,4,3,4,3,3,2,3
460,5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,5,5,5,5,2,2,3,3,3,5,3,5,1,1,1,1,1,1,1,5,2,1,4,1,5,1,1,5,4,3,1,1,3,5,5,1,3,4,1,5,1,1,1,1,5,5,1,1,1,3,1,5,5,5,22,189,78,2,male,left handed,secondary school,no,city,block of flats,5,1,1,1,2,1,2,2,1,5,5,2,4,3,5,3,5,1,5,1,1,5,5,2,5,5,3,1,3,2,5,i am often running late,everytime it suits me,3,5,3,3,5,5,5,5,5,4,5,1,1,2,5,5,4,4,1,5,5,3,1,few hours a day,1,2,5,5,5,5,4
461,5,3,2,4,3,3,3,3,3,1,1,1,3,3,3,3,4,2,4,4,2,3,5,3,2,3,3,3,4,3,3,2,2,2,2,1,2,2,2,2,2,3,3,4,3,2,4,3,4,2,2,3,4,4,3,3,4,3,3,4,3,2,3,3,3,3,3,4,4,4,4,4,3,29,189,96,3,male,right handed,masters degree,yes,village,house/bungalow,3,3,3,4,4,3,4,4,3,4,3,2,2,3,3,3,3,2,3,1,3,3,5,3,3,3,3,3,3,2,3,i am always on time,only to avoid hurting someone,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,few hours a day,3,3,3,2,4,3,4
462,4,3,3,1,2,3,1,3,5,1,4,3,3,3,3,4,2,3,1,4,2,3,5,4,3,4,5,5,5,1,2,3,2,3,4,3,4,5,5,5,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,1,1,1,4,1,3,1,4,2,3,1,2,4,3,4,2,2,20,173,60,2,female,right handed,college/bachelor degree,no,village,house/bungalow,4,3,2,4,2,2,4,4,2,3,3,4,1,5,5,4,3,2,4,3,1,3,5,4,1,3,3,3,4,2,2,i am always on time,sometimes,4,4,4,3,2,3,3,2,1,4,4,5,3,4,4,3,2,3,4,1,2,4,3,few hours a day,4,1,3,3,2,2,3
463,5,3,3,1,1,3,3,5,3,1,1,3,3,1,1,5,5,1,1,5,1,1,4,5,1,1,4,5,2,1,2,4,4,4,4,2,5,1,3,5,5,1,3,1,3,1,4,2,2,4,2,3,2,4,2,1,1,4,5,5,1,1,1,3,1,3,1,5,1,3,5,1,4,18,164,60,0,female,right handed,secondary school,yes,city,block of flats,2,2,2,4,2,1,3,4,2,5,3,1,4,4,1,5,2,4,3,3,1,5,3,5,2,4,5,5,3,1,3,i am often running late,never,1,1,5,3,2,2,5,5,4,3,2,5,5,5,2,2,1,2,5,5,1,3,3,less than an hour a day,3,4,1,1,2,1,4
464,5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,3,1,4,4,5,1,3,3,3,2,2,1,1,2,3,5,4,4,5,3,5,1,2,3,1,1,1,4,4,4,2,1,1,5,5,2,2,3,2,3,5,1,1,1,4,1,1,3,5,3,2,2,2,1,22,172,50,1,female,right handed,secondary school,no,city,house/bungalow,4,1,3,1,3,3,3,4,5,5,5,1,2,5,1,5,5,5,5,5,5,2,5,2,4,4,3,5,4,3,4,i am always on time,sometimes,2,4,5,4,5,4,5,5,5,2,5,5,5,5,4,3,3,3,3,4,3,5,1,few hours a day,3,5,4,3,5,2,4
465,5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,5,2,3,5,3,3,4,3,3,4,4,4,2,2,1,1,1,3,1,3,1,2,5,2,3,2,2,5,4,3,3,1,5,5,5,2,3,1,2,1,4,2,1,1,1,3,1,2,3,4,4,4,2,1,17,157,46,1,female,right handed,secondary school,no,city,house/bungalow,4,4,2,5,4,1,4,4,1,4,3,2,1,5,1,5,4,1,5,2,4,5,5,1,2,3,3,2,3,1,3,i am often running late,sometimes,4,4,3,4,4,2,3,4,3,2,2,4,5,2,4,4,3,3,4,3,3,4,3,less than an hour a day,4,2,3,2,4,2,4
466,5,3,3,1,3,3,3,4,3,1,1,4,1,3,3,1,3,5,1,5,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,5,1,1,3,3,1,1,2,1,1,4,4,4,1,1,1,1,4,1,4,5,1,1,3,1,1,1,1,5,2,5,4,4,1,5,5,1,19,189,72,0,male,right handed,college/bachelor degree,yes,city,block of flats,4,4,2,4,2,4,3,3,4,3,3,2,4,2,4,2,3,2,3,4,3,3,3,1,5,1,,1,3,2,5,i am always on time,sometimes,5,5,5,3,3,3,3,3,3,2,3,3,2,4,2,4,2,4,3,,5,3,3,few hours a day,1,5,3,2,3,3,3
467,4,2,4,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,1,5,2,2,5,4,2,1,3,3,2,1,4,2,2,3,4,5,5,5,4,5,5,1,2,3,3,1,4,1,5,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,2,1,2,3,1,2,4,1,1,20,161,46,1,female,right handed,secondary school,no,village,house/bungalow,3,2,3,2,5,4,3,4,1,4,5,3,1,5,5,4,2,4,4,3,2,4,4,2,5,4,2,5,3,3,3,i am often running late,sometimes,3,3,3,3,2,2,4,4,2,3,3,5,3,4,4,3,1,3,3,4,1,4,3,few hours a day,4,4,1,2,2,1,3
468,5,3,3,2,4,4,2,4,5,2,2,5,4,4,5,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,4,2,2,1,1,2,3,2,3,3,4,3,2,4,4,2,4,3,5,1,1,2,3,4,2,2,3,1,4,3,1,1,1,2,4,2,3,4,4,2,4,2,4,18,173,60,1,female,right handed,secondary school,yes,village,house/bungalow,3,5,3,3,3,3,4,4,5,2,3,4,1,4,1,4,4,4,3,3,3,,5,2,2,4,3,5,3,1,3,i am often early,sometimes,3,4,3,4,2,4,3,5,3,1,3,4,4,4,5,3,4,3,3,2,2,4,3,few hours a day,3,5,5,4,4,5,5
469,5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,5,5,5,5,3,4,3,5,5,3,3,5,2,2,2,2,1,1,1,4,1,3,3,2,2,3,2,5,5,3,1,1,2,4,4,3,2,3,1,3,5,3,1,1,3,3,1,3,2,5,2,5,3,1,22,195,83,2,male,right handed,secondary school,yes,city,block of flats,4,3,1,1,5,5,5,5,1,3,5,1,2,5,4,3,5,3,5,2,5,5,4,4,3,5,1,5,4,3,5,i am often early,never,5,5,3,4,4,2,1,4,4,2,4,3,3,1,4,4,2,3,4,3,4,2,4,most of the day,4,2,3,4,3,5,5
470,4,3,4,3,1,2,3,5,2,1,1,3,3,2,3,1,3,1,3,4,5,5,5,5,2,1,3,3,2,1,3,3,1,5,2,1,3,3,3,4,4,4,3,2,2,1,5,4,2,2,1,3,4,3,2,1,4,2,4,3,1,3,1,4,1,2,3,3,2,5,5,3,2,19,167,58,1,female,right handed,secondary school,no,village,block of flats,2,2,4,4,2,4,5,5,1,4,4,2,2,2,1,5,5,1,5,2,3,3,5,3,3,3,4,4,3,3,3,i am always on time,only to avoid hurting someone,2,2,4,4,2,3,2,4,2,4,4,5,3,5,3,4,3,3,2,3,2,4,3,few hours a day,5,3,3,2,3,1,2
471,5,3,4,2,2,2,2,3,5,4,5,2,5,3,4,5,2,2,1,5,2,4,5,3,5,4,4,5,4,3,5,1,1,2,2,3,1,1,3,2,1,3,3,2,3,4,4,4,3,4,4,2,3,2,2,2,5,1,1,4,1,1,1,2,5,1,1,3,5,1,5,5,1,20,178,74,1,male,right handed,secondary school,no,city,block of flats,1,2,4,3,5,3,5,5,4,5,4,1,4,4,5,3,5,1,5,3,1,4,5,1,4,1,2,4,4,1,5,i am always on time,sometimes,2,5,1,3,3,3,4,4,5,3,4,2,2,1,5,5,4,4,3,4,4,3,2,few hours a day,1,3,3,3,2,2,4
472,3,3,2,2,4,3,2,4,3,1,2,1,1,1,2,1,1,1,2,3,5,4,5,2,2,2,1,1,4,2,1,3,4,2,4,1,1,1,4,1,5,2,1,1,5,4,3,1,2,4,2,1,4,1,2,1,2,1,1,3,1,1,3,5,2,1,1,1,2,1,2,2,2,25,186,78,1,male,right handed,masters degree,no,village,block of flats,2,2,2,4,2,3,3,4,4,4,4,2,5,3,2,5,4,3,4,5,2,4,4,5,2,3,3,4,3,2,1,i am always on time,sometimes,2,2,3,3,2,3,3,2,1,3,3,5,4,3,3,2,4,3,3,3,1,3,1,few hours a day,3,1,4,3,2,2,4
473,5,2,1,1,1,1,1,2,4,4,3,1,1,1,1,4,1,1,1,5,1,2,4,3,1,1,4,3,5,1,2,1,1,1,1,2,2,1,1,2,4,5,3,2,2,2,3,3,2,5,5,5,3,3,5,2,4,3,3,4,1,4,3,1,1,1,1,1,1,2,3,1,5,29,170,64,0,male,left handed,masters degree,yes,village,house/bungalow,3,5,5,5,5,5,5,5,1,2,1,1,1,5,1,2,5,2,5,4,2,5,5,5,2,5,2,5,1,3,2,i am often early,never,1,1,5,1,1,1,5,2,1,1,1,5,5,1,,1,1,3,5,5,4,1,1,less than an hour a day,5,1,1,2,1,2,3
474,5,3,5,1,1,3,1,5,3,1,1,5,2,1,1,3,1,5,1,5,3,3,5,3,3,1,2,2,5,1,4,1,3,4,4,3,5,5,2,3,5,3,3,3,5,5,5,5,1,5,5,3,1,2,5,3,5,3,3,3,1,5,1,2,5,1,2,3,5,4,5,5,5,19,180,80,1,male,right handed,secondary school,no,village,house/bungalow,3,4,3,5,4,5,5,4,5,3,5,4,2,2,3,1,4,2,3,1,3,5,5,2,2,4,1,5,5,2,5,i am often running late,everytime it suits me,3,4,1,4,5,4,3,5,4,2,5,5,3,1,5,5,5,4,1,2,5,4,2,few hours a day,3,3,1,2,3,5,5
475,5,3,3,2,5,4,5,3,5,4,4,3,4,3,5,3,4,1,2,4,4,3,5,5,2,3,5,5,3,1,2,2,3,5,1,1,4,3,1,2,3,4,5,3,3,2,4,2,2,3,2,5,3,3,2,3,1,2,2,4,2,5,3,3,3,1,4,2,2,3,5,2,5,18,172,60,4,female,right handed,secondary school,no,city,house/bungalow,3,1,2,2,3,3,2,4,2,4,5,2,1,2,5,4,4,2,5,2,2,5,4,3,5,3,2,5,3,2,5,i am often running late,sometimes,3,2,3,2,1,4,4,4,4,2,3,3,3,4,4,3,3,3,3,5,5,3,2,few hours a day,1,2,2,5,2,1,3
476,5,3,2,1,1,4,3,4,5,4,3,3,3,5,5,5,5,1,2,5,1,2,5,4,1,1,3,3,4,1,3,2,5,2,5,2,2,2,2,2,3,3,3,1,1,1,3,3,1,4,4,5,2,3,5,1,1,5,2,3,2,1,4,2,3,2,2,3,3,2,5,2,5,20,175,60,2,female,right handed,secondary school,no,city,house/bungalow,3,3,3,3,4,3,3,3,2,3,1,2,1,5,5,5,4,3,3,2,1,5,4,3,3,4,3,5,3,1,4,i am always on time,everytime it suits me,3,3,3,4,4,3,4,3,3,3,4,3,3,3,4,3,1,3,3,3,3,3,2,few hours a day,3,4,3,5,4,2,3
477,5,3,2,1,1,2,4,2,5,3,3,1,2,3,5,5,2,1,1,5,4,4,4,3,4,2,3,3,3,3,4,1,1,1,3,2,2,1,3,2,1,2,2,2,4,2,3,2,2,2,5,4,2,2,2,1,1,3,1,3,2,4,2,2,3,1,1,1,3,3,4,4,4,18,169,53,3,female,right handed,secondary school,no,city,block of flats,2,2,3,2,2,1,4,5,3,4,3,2,1,1,3,3,4,1,4,1,1,5,4,4,5,3,3,1,1,1,3,i am often running late,only to avoid hurting someone,3,5,3,3,3,4,3,3,4,3,1,2,5,4,2,4,5,3,3,3,4,4,4,most of the day,3,5,5,4,3,2,5
478,5,4,5,2,3,2,3,4,4,2,2,2,2,2,4,4,2,3,2,5,4,4,3,1,4,4,1,2,2,2,5,5,1,3,4,2,2,2,2,4,4,2,2,2,1,1,4,3,5,2,2,5,5,5,2,2,4,1,4,3,4,3,5,2,1,1,2,4,3,5,5,1,4,30,180,80,3,male,right handed,masters degree,no,city,house/bungalow,1,5,2,3,3,5,4,4,5,2,1,2,3,2,3,3,5,4,5,3,3,4,5,4,3,5,1,5,5,4,4,i am always on time,only to avoid hurting someone,4,4,3,5,3,3,1,5,2,3,5,4,4,1,4,4,2,3,3,4,4,2,3,most of the day,3,2,4,4,3,4,4
479,5,3,3,2,2,3,3,3,4,3,4,3,3,4,4,3,4,2,2,5,4,4,5,3,3,2,4,4,3,2,5,1,2,2,1,3,3,3,3,3,2,2,3,3,1,2,4,2,1,4,4,3,3,4,5,2,2,2,2,3,2,4,1,3,2,3,2,3,4,3,5,2,5,20,175,57,1,female,right handed,secondary school,no,city,block of flats,3,3,2,3,2,3,3,3,1,4,4,1,2,2,3,3,4,1,4,3,4,4,5,2,3,3,2,2,3,1,3,i am always on time,only to avoid hurting someone,3,4,3,3,4,2,2,4,4,3,3,4,4,3,4,4,3,3,3,3,4,3,3,few hours a day,3,3,2,3,3,2,3
480,5,4,5,3,5,3,4,5,4,2,3,4,3,4,5,4,5,4,4,5,2,4,5,5,5,2,5,5,5,3,4,2,2,4,1,2,3,1,1,2,4,3,2,3,3,2,4,4,2,5,4,4,3,5,4,2,3,4,2,4,4,3,1,5,3,4,2,5,4,5,5,3,5,21,161,55,2,female,right handed,secondary school,no,city,block of flats,3,3,5,3,2,3,5,4,1,3,3,1,3,3,4,3,3,1,5,3,5,5,4,3,3,2,1,3,4,3,4,i am often running late,only to avoid hurting someone,3,4,3,4,4,3,4,5,3,4,4,5,4,5,4,4,3,4,2,4,3,4,2,few hours a day,3,4,3,3,4,3,4
